customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,unlimited_data,churn
5781,64,91.64779669139499,5960.037599218694,One year,Credit card,No,Male,1,No,Yes,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No internet service,No internet service,0
5782,71,69.25317810096598,7071.364124816675,One year,Mailed check,No,Female,0,No,No,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,No,0
5783,33,84.06215490576886,1571.063443526657,One year,Credit card,Yes,Male,1,Yes,No,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,No internet service,0
5784,2,61.40010516813331,7940.964724069831,One year,Mailed check,No,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,No internet service,0
5785,18,49.88258318486679,6494.1546538083385,One year,Credit card,No,Male,1,No,Yes,No,No,No,No internet service,Yes,No,No internet service,No internet service,No,No,0
5786,47,115.06880681396285,1186.7576390890626,Two year,Credit card,No,Female,1,Yes,Yes,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,No internet service,0
5787,33,31.53902290099238,2555.9891340672175,Two year,Mailed check,Yes,Male,0,No,No,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,Yes,0
5788,35,54.6393568050109,5037.2633030230145,Two year,Electronic check,No,Female,0,No,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,No,0
5789,51,109.90889599605931,7090.850324574701,Two year,Mailed check,Yes,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,No,0
5790,18,92.31414305874169,1639.2006284789918,Month-to-month,Mailed check,No,Female,0,Yes,Yes,No,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,No internet service,1
5791,72,22.910145132297657,5876.524102109411,Two year,Electronic check,No,Male,1,No,Yes,No,Yes,No,No internet service,No internet service,No,No,Yes,No,No,0
5792,30,22.309967342424713,2238.119304422364,Two year,Mailed check,No,Male,1,No,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0
5793,44,71.65124626245746,6462.789959958551,Two year,Credit card,Yes,Male,1,Yes,No,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,No internet service,0
5794,53,68.42530562300217,5499.192015472763,Month-to-month,Electronic check,Yes,Female,0,No,Yes,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Yes,0
5795,10,64.29915386563182,4230.981373881998,One year,Electronic check,No,Female,1,Yes,No,No,No,No,No,No,Yes,No,No internet service,No internet service,Yes,0
5796,52,50.23437618390089,5233.9411030311,Month-to-month,Bank transfer,No,Female,0,No,No,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,No internet service,Yes,0
5797,49,118.66387198136391,7023.9174397171555,Two year,Credit card,Yes,Female,0,No,No,No,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,0
5798,11,47.19873229833814,3152.764292787221,Two year,Credit card,No,Male,1,No,No,No,No,No,Yes,No internet service,Yes,Yes,Yes,Yes,No,0
5799,66,69.0040206440562,6177.076423232626,Month-to-month,Mailed check,Yes,Female,0,No,Yes,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,0
5800,58,60.489309682306626,1355.3529355164221,One year,Mailed check,Yes,Male,0,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No,Yes,0
5801,36,37.02494259617421,5639.365966991022,Month-to-month,Credit card,No,Female,0,No,Yes,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,No internet service,0
5802,33,40.261881912527855,6030.193163526514,Month-to-month,Credit card,No,Male,0,No,Yes,Yes,No,DSL,No internet service,No,No internet service,No,No,No internet service,No internet service,0
5803,47,111.83027420097729,3599.681804360196,Two year,Credit card,Yes,Female,0,Yes,No,Yes,No phone service,DSL,No,No,Yes,No,Yes,No internet service,No,0
5804,13,105.82797228559551,6369.614631866661,Month-to-month,Mailed check,No,Female,0,No,No,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,No internet service,0
5805,40,39.90443058203524,4501.116590435228,Month-to-month,Credit card,No,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,No,0
5806,68,107.56626239095135,7496.567741588779,Month-to-month,Credit card,No,Male,0,No,No,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Yes,0
5807,42,40.91861300808425,988.4848440947796,Month-to-month,Electronic check,Yes,Female,1,No,No,No,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,0
5808,19,82.65463217476972,1133.489267494936,Month-to-month,Credit card,Yes,Female,0,No,No,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,No internet service,0
5809,19,28.12805233206938,6755.176792151988,Month-to-month,Bank transfer,Yes,Female,1,No,No,Yes,No phone service,Fiber optic,No,No,No,No,No,No,No internet service,0
5810,58,108.03696262591181,6754.654069074182,Two year,Mailed check,Yes,Male,1,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,No,0
5811,23,25.150029946546695,3822.6755345452434,Two year,Electronic check,Yes,Male,1,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,0
5812,54,75.49428892511366,7715.301457990622,Two year,Credit card,Yes,Male,0,No,Yes,No,No,No,Yes,No,No internet service,No,Yes,No internet service,Yes,0
5813,65,97.9711525180385,5467.175617150955,Two year,Credit card,Yes,Male,1,Yes,No,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,No internet service,0
5814,12,31.68347364106812,7864.54064942029,Month-to-month,Electronic check,Yes,Male,1,Yes,No,No,Yes,DSL,No internet service,Yes,No,No,No,Yes,Yes,0
5815,24,60.44802675001885,4305.923622090414,Month-to-month,Electronic check,Yes,Female,1,Yes,No,Yes,Yes,No,No internet service,Yes,No,No,No internet service,Yes,No internet service,0
5816,34,24.19501514900501,1692.7454195593232,Month-to-month,Electronic check,Yes,Female,1,No,No,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,No,0
5817,53,88.27525773399591,3610.705703530132,Month-to-month,Bank transfer,No,Male,1,No,Yes,No,No phone service,No,No,Yes,No,No,No internet service,No,No internet service,1
5818,8,50.744959496135195,7845.846051381413,Two year,Bank transfer,Yes,Female,0,Yes,Yes,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,No internet service,0
5819,18,75.939524463847,3026.2702289323192,Two year,Electronic check,Yes,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,No internet service,0
5820,57,113.27322704203617,7660.429821765183,Month-to-month,Credit card,No,Male,0,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No internet service,Yes,No,1
5821,5,50.585810799484236,6396.4686466271005,Month-to-month,Mailed check,Yes,Male,1,No,Yes,Yes,No phone service,No,No,No,No,No internet service,No internet service,Yes,No internet service,1
5822,26,24.86274716352777,3592.6399895646796,Month-to-month,Bank transfer,Yes,Male,1,Yes,Yes,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,No,0
5823,30,87.56277676987004,4380.7811524649105,Month-to-month,Mailed check,No,Male,0,Yes,No,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,No,1
5824,54,98.68411345141675,4898.768710530135,One year,Mailed check,Yes,Female,1,Yes,Yes,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,No,0
5825,13,115.7868559877576,5359.552069369414,One year,Bank transfer,No,Female,1,No,No,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,No internet service,0
5826,29,35.78008770256658,705.9238112594455,One year,Mailed check,Yes,Female,1,No,Yes,No,No phone service,DSL,No internet service,No internet service,No,No,Yes,No internet service,No internet service,0
5827,3,59.21399251161498,7475.345614088084,One year,Credit card,Yes,Female,1,No,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,0
5828,58,104.41404600254748,4816.2977334952575,Month-to-month,Bank transfer,No,Male,1,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,No,0
5829,2,100.68713932688794,7456.078834870175,Month-to-month,Bank transfer,Yes,Female,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No internet service,1
5830,28,82.47957073338625,5091.997923178082,Month-to-month,Mailed check,No,Female,0,No,No,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,No internet service,0
5831,2,46.93685452026939,3505.022363177033,One year,Mailed check,Yes,Male,1,No,Yes,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Yes,0
5832,7,48.40352906507776,4578.7312911370245,One year,Electronic check,No,Female,1,No,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,No,No,0
5833,26,32.40029946241425,6653.075864918252,Month-to-month,Bank transfer,No,Female,0,Yes,No,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,No,0
5834,16,112.18536737859097,2676.3940684682225,One year,Mailed check,Yes,Female,0,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,0
5835,23,37.29315146394453,7656.034450899758,Two year,Credit card,Yes,Female,0,No,No,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,Yes,No internet service,0
5836,40,77.28866011799064,3781.046062665317,One year,Bank transfer,Yes,Male,0,No,No,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,No,0
5837,60,78.43514169821128,7654.272316569352,One year,Electronic check,No,Male,0,No,Yes,No,No,DSL,No internet service,No,No internet service,Yes,No,No,No,0
5838,32,56.96054411952689,7057.977256471778,One year,Credit card,No,Female,0,No,No,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,0
5839,15,55.251846100545514,6164.529455684917,One year,Electronic check,Yes,Male,0,No,Yes,No,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,0
5840,13,86.85884185582796,3792.758615553928,Month-to-month,Electronic check,No,Female,1,Yes,Yes,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No,No internet service,1
5841,5,58.829777794853904,4736.866640083129,Two year,Credit card,No,Female,0,Yes,No,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,No,0
5842,52,45.51153933380007,6720.432357646573,Month-to-month,Electronic check,No,Female,0,Yes,No,No,No phone service,No,No,No internet service,Yes,No,No internet service,No,No,0
5843,41,59.91317024000309,4398.040834731135,One year,Electronic check,No,Male,0,No,No,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,No internet service,0
5844,53,100.7662077665546,5931.697654654079,One year,Electronic check,No,Male,0,No,Yes,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Yes,0
5845,50,116.64784551311855,6346.20650295343,One year,Electronic check,Yes,Female,1,No,Yes,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,Yes,No,0
5846,15,83.59502304538448,4153.452440782609,One year,Electronic check,Yes,Male,1,No,No,No,No,DSL,Yes,No internet service,No,No,No,No internet service,No,0
5847,7,98.21012254841064,4336.355394993983,One year,Bank transfer,No,Male,1,No,Yes,No,No,No,Yes,No,Yes,No,No,No internet service,Yes,1
5848,40,73.28248613126101,1662.894266052871,Two year,Mailed check,Yes,Male,1,Yes,No,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,No,0
5849,28,82.48231420934378,2033.4395038859652,Month-to-month,Bank transfer,No,Male,0,No,No,No,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Yes,0
5850,32,118.80866567365598,7249.051147234273,One year,Bank transfer,No,Female,1,Yes,Yes,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No,No,0
5851,15,63.84188647019115,6738.603940040212,Two year,Mailed check,Yes,Female,0,No,Yes,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,No internet service,0
5852,70,26.625469695419994,179.9682124669007,Month-to-month,Mailed check,No,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,No,0
5853,65,115.70069178193546,6968.161929305692,Month-to-month,Credit card,Yes,Female,1,Yes,Yes,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,No,No internet service,0
5854,4,99.30617209035476,299.3555961357365,Month-to-month,Electronic check,Yes,Female,0,No,Yes,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,No internet service,1
5855,11,59.83103678635713,3720.4151832443936,One year,Mailed check,Yes,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,No internet service,0
5856,26,118.23950536227687,632.7185362761311,One year,Credit card,Yes,Male,1,No,No,No,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,No,0
5857,61,54.55357503486262,7753.702793811634,Two year,Credit card,No,Female,1,Yes,No,No,Yes,DSL,Yes,Yes,No internet service,Yes,No,Yes,No,0
5858,37,57.21201960080287,7781.322120853308,Two year,Bank transfer,No,Female,1,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No internet service,No internet service,0
5859,23,80.97313531899208,4925.880441536276,Month-to-month,Credit card,No,Female,1,No,Yes,No,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,0
5860,40,47.43473861553567,3198.4187955059156,One year,Electronic check,No,Female,1,Yes,Yes,No,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,No,0
5861,23,89.85714851307327,4144.742726537177,Month-to-month,Bank transfer,No,Male,0,Yes,No,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,No internet service,1
5862,16,35.28503039505059,6122.164631807134,Month-to-month,Mailed check,Yes,Male,1,Yes,Yes,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,No,0
5863,61,30.802531935815352,1863.2243817894514,Two year,Bank transfer,No,Female,1,Yes,Yes,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,No,0
5864,68,73.48780075641557,3589.6076806137426,One year,Bank transfer,Yes,Female,1,No,No,No,No,No,No,No,Yes,No,No,No,No internet service,0
5865,31,75.54936823944011,5924.42265299937,Two year,Electronic check,No,Male,0,No,Yes,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,No internet service,0
5866,53,30.66550696296906,3223.6005749133055,One year,Electronic check,No,Female,1,Yes,Yes,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,No,0
5867,25,116.4176261131151,352.7725245323018,Month-to-month,Bank transfer,Yes,Female,0,No,Yes,No,No,DSL,No internet service,No,No internet service,Yes,No,Yes,No,0
5868,44,77.32866576070838,4108.4159105354465,Month-to-month,Mailed check,No,Female,0,No,No,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Yes,0
5869,12,35.10349924969261,5925.548184062419,Month-to-month,Electronic check,No,Female,0,No,No,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,No,0
5870,9,51.1442524332299,7816.849632558025,One year,Bank transfer,Yes,Male,1,No,No,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,No internet service,0
5871,12,100.02342139331627,392.6646102590707,Month-to-month,Electronic check,Yes,Female,0,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,1
5872,69,72.32315278655318,4365.37275699272,One year,Electronic check,No,Male,1,Yes,Yes,Yes,No,No,Yes,No,No internet service,Yes,Yes,No internet service,Yes,0
5873,54,38.81483485465556,3654.5154308977644,One year,Credit card,No,Male,1,No,Yes,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No,No internet service,0
5874,54,30.284897206180474,2015.3454353984255,Two year,Mailed check,Yes,Female,1,Yes,Yes,Yes,No,No,No internet service,Yes,No,No,No,No internet service,No,0
5875,28,63.07744122374848,5138.325488373178,Month-to-month,Bank transfer,No,Female,1,Yes,Yes,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,No,0
5876,56,53.74147086864342,1392.6176935606788,Two year,Bank transfer,Yes,Female,0,Yes,Yes,Yes,No phone service,No,No,Yes,Yes,No,No internet service,Yes,No,0
5877,69,85.59173524819735,2342.531661787337,One year,Credit card,Yes,Female,0,No,Yes,No,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,No,0
5878,58,112.52469869511654,6275.883382383482,Month-to-month,Bank transfer,No,Male,1,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,No internet service,0
5879,42,44.77302857741588,3737.2527462018843,Month-to-month,Bank transfer,Yes,Female,1,Yes,Yes,No,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Yes,0
5880,38,105.52339332828451,7949.998110667089,One year,Credit card,No,Female,0,Yes,Yes,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,No internet service,0
5881,68,112.04619784452005,3153.039878775473,Month-to-month,Credit card,No,Male,0,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,No internet service,1
5882,53,110.20025994699014,3759.762422191709,One year,Bank transfer,Yes,Female,1,Yes,Yes,No,Yes,No,No internet service,No,No,No internet service,No internet service,Yes,No,0
5883,33,115.20773299454353,2472.036320499419,Month-to-month,Credit card,No,Female,1,Yes,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,No internet service,1
5884,71,104.21086221292752,1966.719488909259,Month-to-month,Electronic check,No,Male,0,No,No,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Yes,1
5885,56,79.34860053966702,7386.023148439055,One year,Electronic check,No,Female,1,No,No,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,No internet service,0
5886,72,60.98460987102419,6015.730457016975,Two year,Electronic check,Yes,Male,0,Yes,No,Yes,No,No,Yes,No internet service,Yes,No,Yes,No internet service,No,0
5887,51,69.16877860337712,2733.8800043911656,One year,Electronic check,Yes,Female,1,No,No,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,Yes,No,0
5888,43,107.26121748775853,5631.232318201225,Month-to-month,Credit card,No,Male,1,Yes,Yes,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,No internet service,0
5889,15,50.139837741718246,7729.691628448829,One year,Mailed check,No,Male,1,Yes,No,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,No,0
5890,38,35.92616943410944,684.9789283499199,One year,Mailed check,Yes,Female,1,No,No,No,No,DSL,No,No internet service,Yes,Yes,No,No internet service,No internet service,0
5891,15,34.081921813379516,2189.5847945297887,One year,Bank transfer,Yes,Male,1,No,No,No,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,No,0
5892,5,102.69946099050004,1684.5705386405111,Month-to-month,Mailed check,No,Female,1,No,Yes,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,Yes,1
5893,54,96.14856863300977,6971.28699279084,Two year,Electronic check,No,Female,1,Yes,No,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,No,0
5894,51,69.76453410463415,1515.6036034569768,Two year,Credit card,No,Female,1,No,Yes,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Yes,0
5895,10,47.487142809215314,2533.800368318346,Month-to-month,Electronic check,Yes,Female,0,No,No,No,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,No,1
5896,12,87.76131755426114,4396.50010927686,Two year,Electronic check,Yes,Female,1,Yes,Yes,No,No,No,Yes,No internet service,No,No,No internet service,No internet service,No internet service,0
5897,4,23.84330974324698,5006.645409136902,One year,Credit card,Yes,Female,0,No,No,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,No,0
5898,18,76.82278156666614,6484.651724007981,One year,Electronic check,No,Female,0,Yes,Yes,No,No,DSL,No,No internet service,Yes,Yes,No,No internet service,Yes,0
5899,36,59.842516873946366,3317.8536477758394,Two year,Electronic check,Yes,Female,1,Yes,No,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,Yes,0
5900,25,117.78596338119685,4320.533308965753,Two year,Credit card,No,Male,1,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,No,Yes,0
5901,36,70.7560249110526,7727.150392849222,Two year,Credit card,Yes,Female,0,No,No,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,No,0
5902,67,75.22677524502677,2449.1577194829097,One year,Bank transfer,Yes,Male,1,Yes,No,Yes,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,0
5903,9,91.23626634428192,2059.944268206066,One year,Bank transfer,No,Male,0,Yes,No,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,No,1
5904,61,68.45384811256467,5713.733611599837,Month-to-month,Electronic check,Yes,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,No internet service,0
5905,53,42.45686192767514,6191.976542483727,Month-to-month,Bank transfer,No,Male,0,No,Yes,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,No,1
5906,18,73.72778465484481,3376.7533351244356,One year,Mailed check,Yes,Female,0,No,Yes,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Yes,0
5907,43,114.42688708907204,1782.533453952936,One year,Mailed check,Yes,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No,0
5908,35,60.991098816847185,6253.48898091,Month-to-month,Electronic check,Yes,Male,1,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,0
5909,63,87.9640954999673,5396.893872704401,Month-to-month,Bank transfer,No,Male,0,No,Yes,No,No phone service,No,No,Yes,No,No,Yes,No internet service,No,1
5910,4,117.8034188885685,7022.199630113891,One year,Electronic check,Yes,Male,0,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No internet service,1
5911,41,102.99223129834905,6770.1790681842585,Two year,Bank transfer,Yes,Female,1,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,No internet service,0
5912,45,85.90341330833238,1721.0419575834435,One year,Credit card,No,Female,0,No,No,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,0
5913,50,93.59964883305143,6675.479522700575,Two year,Credit card,Yes,Female,1,No,Yes,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Yes,0
5914,28,113.6483248017075,1483.8725548393393,One year,Credit card,Yes,Female,1,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,No internet service,0
5915,42,115.97521044003567,6923.260839845453,Month-to-month,Credit card,No,Female,0,Yes,Yes,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No internet service,No,0
5916,69,116.89681303219957,6185.535378858159,Month-to-month,Electronic check,Yes,Male,1,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,No,1
5917,1,82.56416282025219,4601.902486830948,Month-to-month,Electronic check,Yes,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Yes,1
5918,39,58.471164986523654,5173.551238902525,One year,Electronic check,No,Male,1,Yes,No,Yes,Yes,No,Yes,No internet service,No,No internet service,No,Yes,No internet service,0
5919,17,33.315312895629994,922.2262399105899,One year,Mailed check,Yes,Male,1,Yes,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,No,0
5920,35,58.55480013404029,415.092933742023,One year,Credit card,Yes,Male,1,No,Yes,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Yes,0
5921,46,114.2955454735619,2712.1092596978783,Two year,Credit card,No,Male,0,Yes,No,No,No phone service,No,No,No,No,No,No internet service,Yes,No,0
5922,42,108.97970805923896,6589.105910195802,One year,Credit card,Yes,Female,1,Yes,No,Yes,Yes,No,No,No,No internet service,No,No,No internet service,Yes,0
5923,39,72.36596620628787,3779.7060281217837,Two year,Bank transfer,Yes,Female,0,No,Yes,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,No,0
5924,49,73.70072865939241,1864.8128374203345,Two year,Bank transfer,Yes,Female,0,No,Yes,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,No internet service,0
5925,62,50.892034959496954,6692.936309327044,Two year,Mailed check,No,Female,0,Yes,No,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Yes,0
5926,38,65.45078900704814,1906.1553433268862,Month-to-month,Mailed check,No,Female,1,Yes,No,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,No,0
5927,23,91.4448493939395,6542.40041360344,Two year,Bank transfer,No,Male,1,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No internet service,0
5928,22,60.24307256477919,3678.538294253371,Two year,Bank transfer,No,Female,1,Yes,Yes,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Yes,0
5929,4,38.79838720760338,3761.6096094115264,Month-to-month,Electronic check,Yes,Female,1,No,No,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,1
5930,49,74.08595788250777,2254.4849178801132,Two year,Electronic check,Yes,Female,1,Yes,No,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No internet service,No,0
5931,59,42.5336911454328,7211.374765104884,One year,Bank transfer,No,Male,1,No,No,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,No internet service,0
5932,68,117.42875560126001,801.4036779836592,One year,Credit card,No,Male,1,No,Yes,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,Yes,Yes,0
5933,71,59.03399140119541,1240.8097802978436,Month-to-month,Bank transfer,No,Female,1,No,Yes,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,No internet service,1
5934,2,110.96649716091162,5123.489669145041,Month-to-month,Electronic check,Yes,Male,1,Yes,No,No,Yes,No,No,No internet service,No,No internet service,No internet service,No,No,1
5935,49,42.555399660362426,6815.910599475151,Two year,Mailed check,Yes,Male,1,No,Yes,No,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Yes,0
5936,31,38.92090053057764,854.064876463298,Two year,Bank transfer,Yes,Male,0,Yes,Yes,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,Yes,No,0
5937,40,81.69011290397373,5896.642770391205,Two year,Bank transfer,Yes,Male,1,Yes,No,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Yes,0
5938,48,97.93790783033207,5965.841111801942,Month-to-month,Credit card,No,Female,1,No,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Yes,No internet service,0
5939,51,76.67645638523757,4694.029568302933,Two year,Mailed check,Yes,Female,0,Yes,Yes,No,No,DSL,Yes,Yes,No,No,No,No internet service,No internet service,0
5940,43,42.97956836052594,3945.1515805403383,One year,Credit card,Yes,Male,0,No,No,Yes,No phone service,No,Yes,Yes,No,No,No,No internet service,No internet service,0
5941,55,23.789436288399607,2636.5932985295226,One year,Mailed check,No,Male,1,No,No,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,0
5942,49,81.82888211910051,2876.5481602180653,Two year,Credit card,No,Male,0,No,No,Yes,No,No,No internet service,No,No,Yes,Yes,No,No,0
5943,57,33.10372253655483,5428.024432082219,Month-to-month,Mailed check,Yes,Male,1,No,Yes,Yes,No phone service,No,Yes,No internet service,Yes,No,No,Yes,No,0
